,indice,page_number,line_number,text,text_type,speaker,time_added
714,2641,114,18,Do you recall any one taking photos in your group after the accident?,q,MR. BENNETT,start_answer
715,2643,114,20,No.,a,THE WITNESS,start_question
716,2644,114,21,"Going to Dr. Tannous, what was your understanding as to why you had to wear the back brace?",q,MR. BENNETT,start_answer
717,2647,114,24,Because my back was broken.,a,THE WITNESS,start_question
718,2649,115,1,But what was your understanding as to what the back brace would do?,q,MR. BENNETT,start_answer
719,2651,115,3,Take the stress off of the bones so that they could heal.,a,THE WITNESS,start_question
720,2653,115,5,So it was your understanding that by wearing the back brace the vertebrae would heal?,q,MR. BENNETT,start_answer
721,2656,115,8,"I wasn't thinking about it.  I was putting it on because it helped with the pain honestly, but yes.",a,THE WITNESS,start_question
722,2659,115,11,Did those vertebrae heal after a few months as a result of wearing the back brace?,q,MR. BENNETT,start_answer
723,2662,115,14,"To my knowledge, yes.",a,THE WITNESS,start_question
724,2663,115,15,"You haven't been told otherwise by Dr. Tannous or anybody else that there's any further problem with your thoracic vertebrae at T11, T12 or L1?",q,MR. BENNETT,start_answer
725,2667,115,19,"""Further problem"" is a little ambiguous.  They've healed into a new shape.  They were crunched and now they are in a new shape and now my back is into a new shape, so that's problematic for me.",a,THE WITNESS,start_question
726,2672,115,24,When was the first time you went back to work?,q,MR. BENNETT,start_answer
727,2675,116,2,"I would have to check the records. My guess is like week, the first day of week three following the accident.  So I think I missed Monday through Friday, Monday through Friday and then went that Monday.",a,THE WITNESS,start_question
728,2681,116,8,It would have been sometime near the end of October?,q,MR. BENNETT,start_answer
729,2683,116,10,No.  I would guess mid-October.,a,THE WITNESS,start_question
730,2684,116,11,The third week of October then?,q,MR. BENNETT,start_answer
731,2685,116,12,Yeah.,a,THE WITNESS,start_question
732,2686,116,13,Okay.  And when did you stop -- when did you start weaning off the back brace?,q,MR. BENNETT,start_answer
733,2689,116,16,Late November is my guess.,a,THE WITNESS,start_question
734,2690,116,17,When you did you stop wearing the back brace?,q,MR. BENNETT,start_answer
735,2692,116,19,"I'm not sure of the exact date, but early November would be my best guess.",a,THE WITNESS,start_question
736,2694,116,21,Do you remember wearing it in 2017 at all?,q,MR. BENNETT,start_answer
737,2696,116,23,No.,a,THE WITNESS,start_question
738,2697,116,24,One of your physical therapy notes from November 28th of 2016 says that you were having increased pain after raking leaves. Do you recall that occurring in the fall of 2016?,q,MR. BENNETT,start_answer
739,2704,117,6,"I can't say that I recall that specific instance, but I recall pain every time I've raked the leaves since the accident.",a,THE WITNESS,start_question
740,2708,117,10,So that would not be uncommon?,q,MR. BENNETT,start_answer
741,2709,117,11,Correct.,a,THE WITNESS,start_question
742,2710,117,12,Do you remember if you ever raked leaves while wearing your back brace?,q,MR. BENNETT,start_answer
743,2712,117,14,"Yeah.  Yes, I have done that.",a,THE WITNESS,start_question
744,2713,117,15,So I'll ask it this way:  Do you rake leaves more than once during the season?,q,MR. BENNETT,start_answer
745,2716,117,18,"Two or three times, yeah.",a,THE WITNESS,start_question
746,2717,117,19,"So it could have been several times during the fall of 2018 that you had raked leaves, but you know that on at least one of those occasions you were wearing your back brace?",q,MR. BENNETT,start_answer
747,2722,117,24,"I'm going to say raking leaves as a broader cover for yard work generally, which I let languish immediately after the accident.  The backyard was a mess. I do think I tried to get out there one day in November.  Whether I was raking leaves or doing some other amount of upkeep, I'm not sure.",a,THE WITNESS,start_question
748,2731,118,8,I know your wife mentioned that you have a relatively big backyard for D.C. How big is your backyard?,q,MR. BENNETT,start_answer
749,2734,118,11,You guys will laugh.  It's like an eighth of an acre.,a,THE WITNESS,start_question
750,2736,118,13,I'm sorry.  How big do you think your yard is?,q,MR. BENNETT,start_answer
751,2738,118,15,"I want to say an eighth of an acre, maybe even smaller, but that's like a palace in D.C.",a,THE WITNESS,start_question
752,2741,118,18,How many trees fit on that backyard for you to have leaves to rake?,q,MR. BENNETT,start_answer
753,2743,118,20,What a good question this is. There are 20 fruit trees in the backyard.,a,THE WITNESS,start_question
754,2746,118,23,And is that part of your larger garden that you have in your backyard?,q,MR. BENNETT,start_answer
755,2749,119,1,Yes.,a,THE WITNESS,start_question
756,2750,119,2,"And what's the size of your garden, if you know?  Or if you can just describe to me what you grow and the extent of your garden.",q,MR. BENNETT,start_answer
757,2754,119,6,Okay.  There are three raised beds in the backyard.  I can probably math it out real quick.,a,THE WITNESS,start_question
758,2757,119,9,Are those beds four foot by eight foot?,q,MR. BENNETT,start_answer
759,2759,119,11,"Two of them are longer.  Two of them are closer to eight, I would say eight by four.  There are two eight by four beds and one six by four.  Those are approximate.",a,THE WITNESS,start_question
760,2764,119,16,"And although your ability to do yard work was limited in the fall of 2016, were you able to resume your yard work activity and gardening in 2017?",q,MR. BENNETT,start_answer
761,2768,119,20,"Yeah.  Well, when we first moved in my dad bought me a push mower, the kind that doesn't have an engine.  Right?  You push it to make it go because it's not a huge backyard. And that was really hard to use.  The next year I ended up buying an electric one because of how difficult it was.",a,THE WITNESS,start_question
762,2778,120,5,Have you been able to use the electric mower since then?,q,MR. BENNETT,start_answer
763,2780,120,7,"It's a breeze.  I think anybody could use it, but yes.",a,THE WITNESS,start_question
764,2782,120,9,"As far as the gardening, have you been able to do the gardening since 2017?",q,MR. BENNETT,start_answer
765,2784,120,11,"We have grown some things in the garden since 2017, yes.",a,THE WITNESS,start_question
766,2786,120,13,More or less than what you did in the summer of 2016 or about the same?,q,MR. BENNETT,start_answer
767,2788,120,15,"I for an unrelated reason have grown less in the garden.  We had a harlequin beetle infestation so we had switch to growing nightshades.  We had to stop all lettuces, all brassicas, anything that these beetles could live in.  And so we switched almost exclusively to peppers. We're getting a little deep here.  Sorry.",a,THE WITNESS,start_question
768,2797,120,24,That's all right.,q,MR. BENNETT,start_answer
769,2799,121,1,"So peppers take a lot less work, which has been nice, but the pain is there even when dealing with those.",a,THE WITNESS,start_question
770,2802,121,4,"So the less work in the garden was not intentional.  It was related to the bug infestation, but it's become a blessing because it does require you to have to be in the garden less?",q,MR. BENNETT,start_answer
771,2807,121,9,"Gardening is painful.  I do less of it, both, A, because there were beetles and, B, because it hurts to do it.",a,THE WITNESS,start_question
772,2810,121,12,Are you on either Facebook or Instagram?,q,MR. BENNETT,start_answer
773,2812,121,14,"I am on Instagram.  I have a Facebook account, but I haven't posted anything in five years probably.",a,THE WITNESS,start_question
774,2815,121,17,Have you posted anything on Instagram about either the accident or your injuries?,q,MR. BENNETT,start_answer
775,2818,121,20,No.,a,THE WITNESS,start_question
776,2819,121,21,"Have you posted anything on Instagram about the vacations that you've taken since October 1st, 2016?",q,MR. BENNETT,start_answer
777,2822,121,24,Certainly.,a,THE WITNESS,start_question
778,2824,122,1,And what typically do you post on Instagram about your vacations?,q,MR. BENNETT,start_answer
779,2826,122,3,"I'm sorry to say where we are in the day, but it's mostly food pictures.",a,THE WITNESS,start_question
780,2828,122,5,Ms. Cole was asking you about your concussion symptoms and it seemed as though most of them had resolved before the end of the year in 2016. It would be fair to say that they had all resolved before your wife's January 2017 accident?,q,MR. BENNETT,start_answer
781,2835,122,12,"100 percent resolved?  No, that wouldn't be fair.",a,THE WITNESS,start_question
782,2837,122,14,What would you say still did not resolve by January 2017?,q,MR. BENNETT,start_answer
783,2839,122,16,"I still had headaches, but just it felt so dwarfed in comparison to Ceci's.",a,THE WITNESS,start_question
784,2841,122,18,You mentioned that you had no more than three beers while you were playing disk golf --,q,MR. BENNETT,start_answer
785,2844,122,21,That's right.,a,THE WITNESS,start_question
786,2845,122,22,-- that morning of the acccident?,q,MR. BENNETT,start_answer
787,2846,122,23,That's correct.,a,THE WITNESS,start_question
788,2847,122,24,You said there were about a dozen other people that joined you playing disk golf. Were the other eleven or so people drinking also while playing disk golf?,q,MR. BENNETT,start_answer
789,2854,123,6,"It's my recollection that there was a twelve pack, so there were probably a few others drinking, yeah.",a,THE WITNESS,start_question
790,2857,123,9,Do you remember who else was drinking while playing disk golf?,q,MR. BENNETT,start_answer
791,2859,123,11,No.  I couldn't say for sure.,a,THE WITNESS,start_question
792,2860,123,12,Do you believe that anybody had more than three?,q,MR. BENNETT,start_answer
793,2862,123,14,No.,a,THE WITNESS,start_question
794,2863,123,15,"Was anybody, when you went back to the Airbnb for lunch was anybody drinking during lunch?",q,MR. BENNETT,start_answer
795,2866,123,18,I don't recall one way or the other.,a,THE WITNESS,start_question
796,2868,123,20,Did you have cases of National Bohemian at the Airbnb?,q,MR. BENNETT,start_answer
797,2870,123,22,"Probably, but I can't recall for sure.",a,THE WITNESS,start_question
798,2872,123,24,Was there anybody who was in charge of stocking the refrigerator with beer at the Airbnb?,q,MR. BENNETT,start_answer
799,2876,124,3,In charge?  No.,a,THE WITNESS,start_question
800,2877,124,4,Do you know who did stock it?,q,MR. BENNETT,start_answer
801,2878,124,5,No.,a,THE WITNESS,start_question
802,2879,124,6,"With respect to the accident itself, do you remember the trolley tipping onto its side?",q,MR. BENNETT,start_answer
803,2882,124,9,Do I remember like however long it took to physically turn onto its side?,a,THE WITNESS,start_question
804,2884,124,11,Correct.,q,MR. BENNETT,start_answer
805,2885,124,12,No.,a,THE WITNESS,start_question
806,2886,124,13,What do you remember -- let me phrase it this way:  What do you remember when you were on the opposite side after it tipped over?,q,MR. BENNETT,start_answer
807,2890,124,17,I remember coming to with my wife and Yaron on top of me.,a,THE WITNESS,start_question
808,2892,124,19,What's the last thing you remember before then?,q,MR. BENNETT,start_answer
809,2894,124,21,The back end of the van fishtailing.  I remember seeing the tires going the way that tires aren't supposed to go.,a,THE WITNESS,start_question
810,2899,125,1,So you don't specifically have a recollection of it ultimately tipping over onto its side?,q,MR. BENNETT,start_answer
811,2902,125,4,I mean I'm certain it happened but I do not recall flying through the air.,a,THE WITNESS,start_question
812,2904,125,6,I didn't mean to suggest that you did.  I was just trying to figure out to what extent your memory goes to and where it picks up again.,q,MR. BENNETT,start_answer
813,2908,125,10,"Right.  So Ceci recalls it bumping something.  I don't have any memory like that.  I don't remember it turning over, flying through the air or anything like that.",a,THE WITNESS,start_question
814,2913,125,15,Were you aware that that specific van and trailer had been used earlier that day to take the wedding party to the wedding?,q,MR. BENNETT,start_answer
815,2917,125,19,I don't recall being aware of that. I've been made aware of that after but I don't think I knew that before.,a,THE WITNESS,start_question
816,2920,125,22,Did you review the police report by chance at any time since the accident to see what the police officer recorded as what his interview with you consisted of?,q,MR. BENNETT,start_answer
817,2925,126,2,"I've read the complaint and I think the police report is part of the complaint, but I'm not sure I saw all of the attachments so I'm not sure.",a,THE WITNESS,start_question
818,2929,126,6,Do you recall reading the summary of the interview with you before your deposition today?,q,MR. BENNETT,start_answer
819,2932,126,9,"I didn't read it today but I have read it, yes.",a,THE WITNESS,start_question
820,2934,126,11,Have you read it in the last three or four months?,q,MR. BENNETT,start_answer
821,2936,126,13,Yes.,a,THE WITNESS,start_question
822,2937,126,14,I just have a few questions about what the police has put down in terms of what you allegedly told to him.  I'm just going to read from the police report.,q,MR. BENNETT,start_answer
823,2941,126,18,Sure.,a,THE WITNESS,start_question
824,2942,126,19,"It says ""He"" -- and when it says ""he,"" it's meaning you -- ""He also explained that when the van started swerving back and forth it appeared as if the driver was trying to correct the situation by steering in either direction. However, the back end was still whipping out farther than the front."" Do you recall telling the police officer that?",q,MR. BENNETT,start_answer
825,2953,127,5,Sure.  Yes.,a,THE WITNESS,start_question
826,2954,127,6,Do you recall that happening?,q,MR. BENNETT,start_answer
827,2955,127,7,I recall the back end of the van moving.  At the time I presumed it was due to things that the driver was doing.  I since -- I don't know.  We've talked a lot more about this and learned about fishtailing trailers and the effect that can have on the vehicle in front.  And now I can't say for sure whether or not the driver was taking any actions to make that happen.,a,THE WITNESS,start_question
828,2965,127,17,Were you able to see the connection between the van and the trailer as it was swaying?,q,MR. BENNETT,start_answer
829,2968,127,20,Not that I can recall.,a,THE WITNESS,start_question
830,2969,127,21,Do you have any knowledge as to whether the trailer became unattached from the van before it tipped over?,q,MR. BENNETT,start_answer
831,2972,127,24,I don't have any knowledge one way or the other.,a,THE WITNESS,start_question
832,2975,128,2,"Reading again from the police report, the police officer writes ""When asked about the wind, Mr. DiPietro replied the wind was definitely not strong enough to blow the trailer sideways.  However, he was unsure how the wind affected his steering."" Do you remember telling the police officer that?",q,MR. BENNETT,start_answer
833,2984,128,11,Sure.  Yes.,a,THE WITNESS,start_question
834,2985,128,12,Can you elaborate on that statement at all?,q,MR. BENNETT,start_answer
835,2987,128,14,"I mean if anybody has been there, there's always a little breeze coming off of the ocean.  But if it was strong enough to affect this trolley, it would have affected it each and every time they drive it.  So I don't think it was a big deal.",a,THE WITNESS,start_question
836,2993,128,20,"The final sentence the police writes about the interview with you was ""In conclusion, Mr. DiPietro mentioned that when he boarded the trailer it appeared overloaded and the operator should have been able to activate the trailer brakes to try to control some of the swaying back and forth."" Did you tell the police officer that?",q,MR. BENNETT,start_answer
837,3004,129,6,"I think so, yes.",a,THE WITNESS,start_question
838,3005,129,7,What made you think that the trailer appeared to be overloaded?,q,MR. BENNETT,start_answer
839,3007,129,9,There are a few guys that were in the accident that have direct experience on farms or otherwise towing trailers and we spent a lot of time talking about what could have gone wrong and I think that's where it came from.,a,THE WITNESS,start_question
840,3013,129,15,So that would have been in the day or two following the accident that you talked to those people?,q,MR. BENNETT,start_answer
841,3016,129,18,Sure.,a,THE WITNESS,start_question
842,3017,129,19,And who were those people?,q,MR. BENNETT,start_answer
843,3018,129,20,"The first two that come to mind are Joe and Mitch, Joe Johnson.",a,THE WITNESS,start_question
844,3020,129,22,And Mitch Stanton?,q,MR. BENNETT,start_answer
845,3021,129,23,"Yes, and Mitch Stanton.",a,THE WITNESS,start_question
846,3022,129,24,And what familiarity do you know that Joe Johnson and Mitch Stanton have with respect to farm vehicles?,q,MR. BENNETT,start_answer
847,3026,130,3,"Two good stories here.  Joe Johnson used to be the head landscaper for a summer house in St. Mary's.  And I worked for him for a summer, but he did that for multiple summers down there so he's very knowledgeable.  That was a big, big property.  It's Ted Koppel's summer house. So you can imagine there were all manners of trailers and farm equipment and that sort of thing at that property. Mitch, I just know that he grew up on a farm, but I couldn't tell you the extent.  He's got a lot of John Deere clothing.",a,THE WITNESS,start_question
848,3040,130,17,"Did either Joe or Mitch mention to you that they believed that the trailer was overloaded, either at the time of entering into the trolley or after the accident?",q,MR. BENNETT,start_answer
849,3044,130,21,"Certainly I don't recall anyone saying that as we were boarding or as we were on the accident.  And yes, we've talked about it a whole lot after the accident and now we have learned about the weight limits and everything else so it's all mixed together, but yes.",a,THE WITNESS,start_question
850,3052,131,4,"And you told the police officer -- once again, this was only a couple of days after the accident -- that the operator should have been able to activate the trailer brakes. What did you mean by that?",q,MR. BENNETT,start_answer
851,3058,131,10,"If it was possible to stop, he should have stopped.",a,THE WITNESS,start_question
852,3060,131,12,What do you know about this vehicle and whether it had trailer brakes?,q,MR. BENNETT,start_answer
853,3062,131,14,I don't know whether or not it did.,a,THE WITNESS,start_question
854,3063,131,15,Did you know at the time that you spoke to the police officer?,q,MR. BENNETT,start_answer
855,3065,131,17,"No.  And Joe had speculated, sorry, that there were trailer brakes because there was some wires.  He recalled seeing some wires.  I didn't see any of that, but he recalled seeing some wires that he thought would have gone to brakes.",a,THE WITNESS,start_question
856,3071,131,23,"So, once again, is that information that you were relaying based upon your conversation with Joe?",q,MR. BENNETT,start_answer
857,3075,132,2,"Yeah.  Sure, a combination of my own experiences and my conversations with others.",a,THE WITNESS,start_question
858,3078,132,5,"Well, what's your experience with respect to trailer brakes?",q,MR. BENNETT,start_answer
859,3080,132,7,I don't have any experience with trailer brakes.,a,THE WITNESS,start_question
860,3082,132,9,And what do you mean based upon your own experience?,q,MR. BENNETT,start_answer
861,3084,132,11,I mean I was on the trailer. Right?,a,THE WITNESS,start_question
862,3086,132,13,Right.,q,MR. BENNETT,start_answer
863,3087,132,14,So if there were brakes he should have been able to stop.,a,THE WITNESS,start_question
864,3089,132,16,"I want to talk just briefly about your wife's injuries. From your perspective, how was your wife before October 2016 when it came to flying?",q,MR. BENNETT,start_answer
865,3094,132,21,"Nothing like what she's like after, night and day.",a,THE WITNESS,start_question
866,3096,132,23,I'm asking you what she was like before.,q,MR. BENNETT,start_answer
867,3099,133,1,"She was normal on planes.  I think any sane human gets a little nervous when there's turbulence on a plane and certainly she had that.  We'd hold hands on the plane, but she was fine. She was not like I can't get on a plane or I'm terrified the whole time on a plane.  We went on lots of trips together and that was never in the cards.",a,THE WITNESS,start_question
868,3108,133,10,And are you saying that that's how she is now?,q,MR. BENNETT,start_answer
869,3110,133,12,Those increased.  Sorry.  She was fine before.  She's not fine now.  That's what I'm saying.  If you need me to clarify something specific.,a,THE WITNESS,start_question
870,3114,133,16,What are her limitations now on getting on planes and how does she manifest the problems that she has while she's on a plane?,q,MR. BENNETT,start_answer
871,3118,133,20,"There is an ever-present dread whenever she's on transit of any kind, not just a plane, but it could be a train, a bus and especially when we're in the back seat of a cab or a Lyft or Uber or someone else is driving.",a,THE WITNESS,start_question
872,3125,134,2,"You mentioned while you were sitting in the median after the accident the EMT's were giving green bands, yellow bands and red bands?",q,MR. BENNETT,start_answer
873,3129,134,6,Yes.,a,THE WITNESS,start_question
874,3130,134,7,Did both you and Ceci get green bands?,q,MR. BENNETT,start_answer
875,3132,134,9,"As far as I can recall, yes.",a,THE WITNESS,start_question
876,3133,134,10,"In terms of Ceci's anxiety prior to the accident for which she was taking medication, can you describe for me what you saw in terms of her anxiety prior to October 1st, 2016?",q,MR. BENNETT,start_answer
877,3138,134,15,"Yeah.  I mean the biggest symptom, the biggest manifestation of Ceci's anxiety is her sleep problems, like to a factor of 10 over any other symptoms that there might be. Ceci -- sorry, honey -- she's an overachiever and she's a rule follower, like won't even go to the order, to the pickup spot at a counter to order.  So she needs job and school and life to be going right and feels pressure to make sure that that's happening I think is fair to say. But her problems sleeping were so severe that she had to, just had to have that medicine.  I would sneak into her pill bottle after she got it refilled and take a couple and stick them in a Baggie in my sock drawer so that when we went on trips, even just to her parents for the weekend, I would bring a few with me in case she forgot because she would just not sleep and the whole weekend would be ruined. So that's where it mostly -- I mean she just couldn't sleep.  It started around the time that she had said earlier, which started during her grad school.  I forget the year.  And she just couldn't sleep without assistance.",a,THE WITNESS,start_question
878,3167,135,19,Do you remember the counseling that she had with Christine Marr?,q,MR. BENNETT,start_answer
879,3169,135,21,"I mean I didn't go.  I remember that she did go, but I wasn't there.",a,THE WITNESS,start_question
880,3171,135,23,What do you remember her telling you about that or did she not discuss it with you?,q,MR. BENNETT,start_answer
881,3175,136,2,I don't think we got into too much detail about it.  She's just trying to get the sleeping figured out.,a,THE WITNESS,start_question
882,3178,136,5,"In terms of your own ADD or ADHD that was diagnosed around 2009-2010, what problems, if at all, did that cause you from doing activities?",q,MR. BENNETT,start_answer
883,3182,136,9,"Sure.  It was really about attention span, just having the shortest attention span, like easily distracted, scattered when it comes to planning, to do lists, ordering of tasks,. And then -- and I think that had always been ever-present.  I never was great at homework or any of that stuff in school.  And I eventually talked to the doctor about it and Dr. Macedo happened to be at that practice where I went whenever I got like the flu or something and they did the test there.  They got this test where you look at the screen and something comes up and you're supposed to press it when you see it and I was like in the 10 percentile or something.",a,THE WITNESS,start_question
884,3200,137,2,And did it affect your decision- making?,q,MR. BENNETT,start_answer
885,3202,137,4,No.  I wouldn't say I was making bad decisions because of this.,a,THE WITNESS,start_question
886,3204,137,6,I'm not saying you were making bad decisions but your inability to make decisions.,q,MR. BENNETT,start_answer
887,3207,137,9,"There's some nuance there.  It's like the inability to pay attention and make the right to do list which affects decisions, but it's not like I'm making a decision that I would not have made. Does that make sense.",a,THE WITNESS,start_answer
888,3213,137,15,I'm not talking about making a different decision or making a wrong decision.  I'm talking about not being able to make a decision itself.,a,THE WITNESS,start_answer
889,3217,137,19,"To some extent, sure.",a,THE WITNESS,start_question
890,3218,137,20,"And by taking Adderall, did that assist with your decision-making process?",q,MR. BENNETT,start_answer
891,3220,137,22,"Yeah.  Yeah.  That one's really hard for me.  I think it was really about attention and planning and structure, which decision-making is kind of wrapped up in.",a,THE WITNESS,start_question
892,3225,138,2,Do you continue to take the Adderall?,q,MR. BENNETT,start_answer
893,3227,138,4,I do.,a,THE WITNESS,start_question
894,3228,138,5,"And has your dosage changed at all since the October 1st, 2016 accident?",q,MR. BENNETT,start_answer
895,3230,138,7,No. I stopped taking it for like a month right after the accident at Dr. Delasobera's recommendation but then eventually got back on it.,a,THE WITNESS,start_question
896,3235,138,12,Why did he recommend you stop taking it for a month?,q,MR. BENNETT,start_answer
897,3237,138,14,That's a she.,a,THE WITNESS,start_question
898,3238,138,15,I'm sorry.,q,MR. BENNETT,start_answer
899,3239,138,16,And she didn't want anything else mixing around with my brain while it was trying to heal.,a,THE WITNESS,start_chat
900,3242,138,19,That's all the questions I have. Thank you.,side_chat,MR. BENNETT,start_chat
901,3245,138,22,I don't have any questions. And we will read and sign both depositions.,side_chat,MS. ORSI,start_chat
902,3250,139,2,This deposition is ending at 6:04 p.m.,side_chat,THE VIDEOTAPE OPERATOR,start_chat
903,3252,139,4,Do counsel want to order both transcripts on a non- expedited basis?,side_chat,THE COURT REPORTER,start_chat
904,3255,139,7,Yes.,side_chat,MR. BENNETT,start_chat
905,3256,139,8,Yes.,side_chat,MS. COLE,start_chat
906,3257,139,9,"Whatever Steve ordered, yes, go with that.",side_chat,MS. ORSI,is brackets
907,3259,139,11,(Deposition concluded at 6:04 p.m.),brackets,,symbols
908,3261,139,13,-  -  -  -  - I N D E X Examination by Mr. Bennett      104,symbols,,is brackets
909,3280,140,5,"(There were no exhibits marked 14 105     7 ERRATA SHEET                       PAGE 133 READING AND SIGNING INSTRUCTIONS After reading the transcript of your deposition, please note any change or correction and the reason therefor on the errata sheet that appears on the following page. DO NOT MAKE ANY MARKS OR NOTATIONS ON THE TRANSCRIPT ITSELF.  Please sign and date the errata sheet and return it to our office at the address indicated below.  Our office will distribute copies of the executed errata sheet to all counsel.  If necessary, you can make additional copies of the errata sheet. Rule 30(e) governing this procedure provides the deposition may be filed as transcribed if you do not return a signed errata sheet within 30 days. RETURN ORIGINAL ERRATA SHEET TO: Wilcox & Fetzer, Ltd. 1330 King Street, Wilmington, DE  19801 depos@wilfet.com - 302-655-0477 DEPONENT:  DEAN DiPIETRO CASE:      Bogel, et al. V Jolly Trolley ERRATA SHEET",brackets,,symbols
910,3340,143,5,----/----/-----------------------------------,symbols,,symbols
911,3342,143,6,----/----/-----------------------------------,symbols,,symbols
912,3344,143,7,----/----/-----------------------------------,symbols,,symbols
913,3346,143,8,----/----/-----------------------------------,symbols,,symbols
914,3348,143,9,----/----/-----------------------------------,symbols,,symbols
915,3350,143,10,----/----/-----------------------------------,symbols,,symbols
916,3352,143,11,----/----/-----------------------------------,symbols,,symbols
917,3354,143,12,----/----/-----------------------------------,symbols,,symbols
918,3356,143,13,----/----/-----------------------------------,symbols,,symbols
919,3358,143,14,----/----/-----------------------------------,symbols,,symbols
920,3360,143,15,----/----/-----------------------------------,symbols,,symbols
921,3362,143,16,----/----/-----------------------------------,symbols,,symbols
922,3364,143,17,"----/----/----------------------------------- deposition and, except for any corrections to the transcript as an accurate record of Signature of Deponent State of Delaware    )",symbols,,symbols
923,3379,144,2,") I, Kurt A. Fetzer, Registered Diplomate certify that there came before me on herein, DEAN DiPIETRO, who was duly sworn for the respective parties; that the answers given were taken down by me in by use of computer-aided transcription and a true and correct transcript of the witness. I further certify that I am not party, or otherwise interested in the event",symbols,,end
